title,year,authors,journal,doi,wos_accession,abstract,source
"Effect of goal setting, attentional focus, and feedback on resistance training: Stage 1 registered report of a factorial randomized controlled trial",2026,"Lin, TY; Liao, CJ; Chang, C; Hung, TM",PSYCHOLOGY OF SPORT AND EXERCISE,10.1016/j.psychsport.2025.103006,WOS:001714333000001,"Numerous aspects of resistance exercise-such as the structural components of training sessions, program design, and physical training parameters-have been extensively analyzed. However, the psychological factors affecting resistance training have received less attention. Factors such as goal setting, attentional focus, and feedback are recognized as potential influences on its effectiveness. Upon reviewing the relevant literature, several limitations and knowledge gaps have been identified within each of these three topics in resistance training. Among these issues, two concerns were consisten",random_sample_395
Understanding private landowner strategies for wild pig management using cluster analysis and structural equation modeling,2026,"Tian, NN; Gan, JB",SCIENTIFIC REPORTS,10.1038/s41598-026-41507-1,WOS:001739934700009,"Wild pigs (Sus scrofa) pose a significant threat, causing substantial ecological and economic damage to natural ecosystems, agriculture, and forestry through destructive behaviors of wallowing and rooting. Addressing this widespread issue urgently requires effective and sustained management strategies, especially involving private landowners, who are a critical stakeholder group in the West Gulf Coastal Plain (WGCP). This study aims to identify landowner typologies in wild pig management and to examine factors influencing their intentions to engage in such efforts in Arkansas, Louisiana, and E",random_sample_395
Responding as Expected? The Effects of Survey Mode on Estimates of Sensitive Attitudes in Self-Completion and Face-to-Face Interviews of the European Social Survey,2026,"Szeitl, B; Ságvári, B; Messing, V",SURVEY RESEARCH METHODS,10.18148/srm/2026.v20i1.8251,WOS:001742541800006,"Conducting face-to-face surveys is increasingly challenging. The evolving technological and social landscape of survey data collection is prompting researchers to seek more sustainable solutions through new data collection techniques and a rethinking of traditional survey methods. Recent examples include the Push-to-Web (PtW) survey experiments initiated by the European Social Survey (ESS) research consortium, which use probability sampling to reach respondents via postal invitation and combine web- and paper-based self-completion questionnaires. The literature indicates that the data collecti",random_sample_395
"A Systematic Review of Place-Based Cultural Ecosystem Service Assessments: Categories, Methods, and Research Trends",2026,"Pan, Y; Hashim, NHN; Goh, HC",SUSTAINABILITY,10.3390/su18020644,WOS:001671313400001,"Cultural ecosystem services are intangible benefits people gain from ecosystems that enhance well-being. However, the Millennium Ecosystem Assessment indicates that about 70% of cultural ecosystem services are degraded or unsustainably used. To mitigate this decline, many regions and policies promote the assessment and mapping of cultural ecosystem services. Since 2005, related research and publications have increased, yet place-based cultural ecosystem services assessments remain limited. This study aims to clarify key aspects of cultural ecosystem services assessment, including categories, m",random_sample_395
Employees' Intentions to Engage in Green Practices: A Multilevel Extended Theory of Planned Behavior Perspective,2026,"Bonfanti, RC; Billeci, N; Lavanco, G; Ruggieri, S",SUSTAINABILITY,10.3390/su18010486,WOS:001657652800001,"In recent years, organizations have increasingly promoted and integrated employees' environmentally sustainable behaviors and practices as part of a strategic approach to enhance corporate reputation, demonstrate environmental stewardship, and respond to pressing ecological imperatives. This study explores the psychological factors that motivate employees' intentions to engage in green behaviors within organizational settings, following the Theory of Planned Behavior (TPB). We extend the model by incorporating a conceptually multilevel perspective, examining antecedents at the organizational, ",random_sample_395
Driving Factors of Purchase Intention Toward Bashu Intangible Cultural Heritage Products: An Extended Theory of Planned Behavior Approach,2026,"Zhang, X; Zhu, XC; Pei, RY; Su, ZQ",SUSTAINABILITY,10.3390/su18031593,WOS:001688062400001,"Intangible cultural heritage products (ICHPs) function as an important medium through which regional cultural values are communicated within tourism consumption, thereby supporting the sustainability of cultural heritage practices. However, existing research provides limited insight into the psychological mechanisms underlying region-specific purchase intentions. To address this gap, this study extends the Theory of Planned Behavior (TPB) by incorporating cultural identity and consumer knowledge as antecedent variables and product scarcity as a moderating factor, with the aim of explaining tou",random_sample_395
Generative Artificial Intelligence for SDG 4: Enhancing Sustainable Quality Learning,2026,"Lardhi, JS; Ismail, AF",SUSTAINABILITY,10.3390/su18052498,WOS:001713847900001,"Recent shifts in teacher perspectives indicate that generative artificial intelligence (GenAI) has begun to transform long-standing patterns of routine and repetition in educational practice. This study investigates how educators across different educational levels within an Arab educational context perceive the role of GenAI in fostering sustainable teaching and learning. It examines its influence on learning processes, instructional practices, and educational continuity. Adopting a qualitative research design, the study draws on focus group discussions to capture teachers' perspectives and a",random_sample_395
Conservation social science: Understanding and integrating human dimensions to improve conservation,2017,,,10.1016/j.biocon.2016.10.006,,,repo_already_cited
Why People Do What They Do: An Interdisciplinary Synthesis of Human Action Theories,2022,,,10.1146/annurev-environ-020422-125351,,,repo_already_cited
Use of theories of human action in recent conservation research,2025,,,10.1111/cobi.14461,,,repo_already_cited
An integrative framework for transformative social change: a case in global wildlife trade,2022,,,10.1007/s11625-021-01081-z,,,repo_already_cited
"Setting a Definition, Context, and Theory-Based Research Agenda for the Gamification of Non-Gaming Applications",2018,,,,,,repo_already_cited
Using digital mobile games to increase the support for nature conservation,2024,,,10.1111/csp2.13236,,,repo_already_cited
Motivated Attention in Climate Change Perception and Action,2019,,,10.3389/fpsyg.2019.01541,,,repo_already_cited
Understanding the Diversity of Public Interests in Wildlife Conservation,2010,,,10.1111/j.1523-1739.2009.01374.x,,,repo_already_cited
Stakeholders perceptions of the endangered Egyptian vulture: Insights for conservation,2018,,,10.1016/j.biocon.2017.09.028,,,repo_already_cited
Iconic manakins and despicable grackles: Comparing cultural ecosystem services and disservices across stakeholders in Costa Rica,2019,,,10.1016/j.ecolind.2019.105454,,,repo_already_cited
"Does psychic numbing apply to endangered species conservation? The case of the Peregrine Falcon in Berkeley, California",2025,,,10.3389/fcosc.2025.1490272,,,repo_already_cited
The NR-6: a new brief measure of nature relatedness,2013,,,10.3389/fpsyg.2013.00813,,,repo_already_cited
Thematic Analysis,,,,,,,repo_already_cited
Full article: Nature Relatedness Scale: psychometric properties of the Portuguese version,,,,,,,repo_already_cited
Attitudes toward Animals: Age-Related Development among Children,1985,,,10.1080/00958964.1985.9942709,,,repo_already_cited
